BARCAŚ	(.|#|)bartsaS(.|#|)
WÓLEJOWIŠĆO	(.|#|)wUlejOwiStSO(.|#|)
WÓLEJOWIŠĆO	(.|#|)wUlejowiStSO(.|#|)
WÓLEJOWNIK	(.|#|)wUlejOunik(.|#|)
WÓLEJOWNIK	(.|#|)wUlejounik(.|#|)
WÓLEJOWY	(.|#|)wUlejOw1(.|#|)
WÓLEJOWY	(.|#|)wUlejow1(.|#|)
WÓLEJOWÓD	(.|#|)wUlejOwUt(.|#|)
WÓLEJOWÓD	(.|#|)wUlejowUt(.|#|)
WÓLENJENJEJU	(.|#|)wUlEn(j|)En(j|)eju(.|#|)
WÓLENULI	(.|#|)wUlEnuli(.|#|)
WÓLENUT	(.|#|)wUlEnut(.|#|)
WÓLEŃCAMI	(.|#|)wUlEjntsami(.|#|)
WÓLEŃCAMI	(.|#|)wUlejntsami(.|#|)
WÓLEŃKAŔ	(.|#|)wUlEjnkar(.|#|)
WÓLEŃKAŔ	(.|#|)wUlenkar(.|#|)
WÓLEŚEŁO	(.|#|)wUlESEwO(.|#|)
WÓLEŚEŚ	(.|#|)wUlESES(.|#|)
WÓLEŠNISKA	(.|#|)wUlESniska(.|#|)
WÓLINANJOW	(.|#|)wUlinanjO(.|#|)
WÓLINANJOW	(.|#|)wUlinanjo(.|#|)
WÓLINAŚ	(.|#|)wUlinaS(.|#|)
WÓLINIŚ	(.|#|)wUliniS(.|#|)
WÓLISKACH	(.|#|)wUliskax(.|#|)
WÓLIŚ	(.|#|)wUliS(.|#|)
WÓLIŽOŚO	(.|#|)wUliZOSO(.|#|)
WÓLKEMU	(.|#|)wUlkEmu(.|#|)
WÓLKICH	(.|#|)wUlkix(.|#|)
WÓLKICH	(.|#|)wUlkiC(.|#|)
WÓLKOWU	(.|#|)wUlkOwu(.|#|)
WÓLKOWU	(.|#|)wUlkowu(.|#|)
WÓLNJE	(.|#|)wUln(j|)E(.|#|)
WÓLNOSĆ	(.|#|)wUlnOstS(.|#|)
WÓLNOSĆ	(.|#|)wUlnOStS(.|#|)
WÓLNY	(.|#|)wUln1(.|#|)
WÓLODOWAŚ	(.|#|)wUlOdOwaS(.|#|)
WÓLODOWAŚ	(.|#|)wUlOdowaS(.|#|)
WÓLSK	(.|#|)wUlsk(.|#|)
WÓLSKE	(.|#|)wUlskE(.|#|)
WÓLULAŚ	(.|#|)wUlulaS(.|#|)
WÓLĚKOWATEJU	(.|#|)wUljikOwateju(.|#|)
WÓLĚKOWATEJU	(.|#|)wUljikowateju(.|#|)
WÓLĚTAŚ	(.|#|)wUljitaS(.|#|)
WÓLĚTOWAŚ	(.|#|)wUljitOwaS(.|#|)
WÓLĚTOWAŚ	(.|#|)wUljitowaS(.|#|)
WÓLĚWA	(.|#|)wUljiwa(.|#|)
WÓLĚZECHMY	(.|#|)wUljizExm1(.|#|)
WÓLĚZECHMY	(.|#|)wUl1zECmU(.|#|)
WÓLĚZOMY	(.|#|)wUljizOm1(.|#|)
WÓLĚZOMY	(.|#|)wUl1zOmU(.|#|)
WÓLĚZOWAŚ	(.|#|)wUljizOwaS(.|#|)
WÓLĚZOWAŚ	(.|#|)wUl1zowaS(.|#|)
WÓLĚZĆ	(.|#|)wUljiztS(.|#|)
WÓLĚZĆ	(.|#|)wUl1ztS(.|#|)
WÓLĚZŁEJ	(.|#|)wUljizwej(.|#|)
WÓLĚZŁEJ	(.|#|)wUl1zwej(.|#|)
WÓLĚZŁO	(.|#|)wUljizwO(.|#|)
WÓLĚZŁO	(.|#|)wUl1zwO(.|#|)
WÓLŠA	(.|#|)wUlSa(.|#|)
WÓLŠANACH	(.|#|)wUlSanax(.|#|)
WÓLŠCE	(.|#|)wUlStsE(.|#|)
WÓLŠKA	(.|#|)wUlSka(.|#|)
WÓLŠKI	(.|#|)wUlSki(.|#|)
WÓLŠKOW	(.|#|)wUlSkO(.|#|)
WÓLŠKOW	(.|#|)wUlSko(.|#|)
WÓLŠKU	(.|#|)wUlSku(.|#|)
WÓLŠNICY	(.|#|)wUlSnits1(.|#|)
WÓLŠOWATEJ	(.|#|)wUlSOwatej(.|#|)
WÓLŠOWATEJ	(.|#|)wUlSowatej(.|#|)
WÓLŠYCAMI	(.|#|)wUlS1tsami(.|#|)
WÓLŠYNA	(.|#|)wUlS1na(.|#|)
WÓLŠYNCE	(.|#|)wUlS1ntsE(.|#|)
WÓLŠYNKA	(.|#|)wUlS1nka(.|#|)
WÓLŠYŃSKIMA	(.|#|)wUlS1jnskima(.|#|)
WÓMACHOM	(.|#|)wUmaxOm(.|#|)
WÓMAŠE	(.|#|)wUmaSE(.|#|)
WÓN	(.|#|)wUn(.|#|)
WÓN	(.|#|)wUjn(.|#|)
WÓNA	(.|#|)wUna(.|#|)
WÓNAKI	(.|#|)wUnaki(.|#|)
WÓNAKO	(.|#|)wUnakO(.|#|)
WÓNDAKOJU	(.|#|)wUndakOju(.|#|)
WÓNEGO	(.|#|)wUnEgO(.|#|)
WÓNEJ	(.|#|)wUnej(.|#|)
WÓNEM	(.|#|)wUnEm(.|#|)
WÓNGANO	(.|#|)wUnganO(.|#|)
WÓNI	(.|#|)wUni(.|#|)
WÓNIMJONEMU	(.|#|)wUnimjOnEmu(.|#|)
WÓNJACHANJE	(.|#|)wUnjaxan(j|)E(.|#|)
WÓNJACHAŚ	(.|#|)wUnjaxaS(.|#|)
WÓNJAJUCY	(.|#|)wUnjajuts1(.|#|)
WÓNJANJE	(.|#|)wUnjan(j|)E(.|#|)
WÓNJATOSĆ	(.|#|)wUnjatOstS(.|#|)
WÓNJATOSĆ	(.|#|)wUnjatOStS(.|#|)
WÓNJATY	(.|#|)wUnjat1(.|#|)
WÓNJAŁKO	(.|#|)wUnjawkO(.|#|)
WÓNJAŚ	(.|#|)wUnjaS(.|#|)
WÓNJECESĆICH	(.|#|)wUn(j|)EtsEstSix(.|#|)
WÓNJECESĆICH	(.|#|)wUn(j|)EtsEStSiC(.|#|)
WÓNJECESĆMY	(.|#|)wUn(j|)EtsEstSm1(.|#|)
WÓNJECESĆMY	(.|#|)wUn(j|)EtsEStSmU(.|#|)
WÓNJENJE	(.|#|)wUn(j|)En(j|)E(.|#|)
WÓNJENJOW	(.|#|)wUn(j|)EnjO(.|#|)
WÓNJENJOW	(.|#|)wUn(j|)Enjo(.|#|)
WÓNO	(.|#|)wUnO(.|#|)
WÓNOSONYMA	(.|#|)wUnOsOn1ma(.|#|)
WÓNOŹARJU	(.|#|)wUnOZarju(.|#|)
WÓNOŹAWOMA	(.|#|)wUnOZawOma(.|#|)
WÓNOŹENIM	(.|#|)wUnOZEnim(.|#|)
WÓNOŹENJE	(.|#|)wUnOZEn(j|)E(.|#|)
WÓNOŹETE	(.|#|)wUnOZEtE(.|#|)
WÓNOŹEŚ	(.|#|)wUnOZES(.|#|)
WÓNOŹICAM	(.|#|)wUnOZitsam(.|#|)
WÓNY	(.|#|)wUn1(.|#|)
WÓNYCHOJCAM	(.|#|)wUn1xOjtsam(.|#|)
WÓNYM	(.|#|)wUn1m(.|#|)
WÓRA	(.|#|)wUra(.|#|)
WÓRARJU	(.|#|)wUrarju(.|#|)
WÓRAŚ	(.|#|)wUraS(.|#|)
WÓRDMUŚE	(.|#|)wUrdmuSE(.|#|)
WÓRJECH	(.|#|)wUr(j|)Ex(.|#|)
WÓRJECH	(.|#|)wUr(j|)EC(.|#|)
WÓRJECHOWY	(.|#|)wUr(j|)ExOw1(.|#|)
WÓRJECHOWY	(.|#|)wUr(j|)ECow1(.|#|)
WÓRJEJCANARKA	(.|#|)wUr(j|)ejtsanarka(.|#|)
WÓRJEJCANAŔ	(.|#|)wUr(j|)ejtsanar(.|#|)
WÓRJEJCAŃSKI	(.|#|)wUr(j|)ejtsajnski(.|#|)
WÓRJEJCE	(.|#|)wUr(j|)ejtsE(.|#|)
WÓRJEJSKI	(.|#|)wUr(j|)ejski(.|#|)
WÓRJELE	(.|#|)wUr(j|)ElE(.|#|)
WÓRJEŁAMI	(.|#|)wUr(j|)Ewami(.|#|)
WÓRJEŁOJU	(.|#|)wUr(j|)EwOju(.|#|)
WÓRJEŁOM	(.|#|)wUr(j|)EwOm(.|#|)
WÓRJEŁOW	(.|#|)wUr(j|)EwO(.|#|)
WÓRJEŁOW	(.|#|)wUr(j|)Ewo(.|#|)
WÓRJEŁU	(.|#|)wUr(j|)Ewu(.|#|)
WÓRJEŁY	(.|#|)wUr(j|)Ew1(.|#|)
WÓRJEŠK	(.|#|)wUr(j|)ESk(.|#|)
WÓRJEŠKI	(.|#|)wUr(j|)ESki(.|#|)
WÓRJEŠNINA	(.|#|)wUr(j|)ESnina(.|#|)
WÓRJEŠNINAMI	(.|#|)wUr(j|)ESninami(.|#|)
WÓRJEŠNY	(.|#|)wUr(j|)ESn1(.|#|)
WÓRJEŠYNA	(.|#|)wUr(j|)ES1na(.|#|)
WÓRJEŠYNKA	(.|#|)wUr(j|)ES1nka(.|#|)
WÓRLICA	(.|#|)wUrlitsa(.|#|)
WÓRLICANYMI	(.|#|)wUrlitsan1mi(.|#|)
WÓROWNOWALI	(.|#|)wUrOunOwali(.|#|)
WÓROWNOWALI	(.|#|)wUrounowali(.|#|)
WÓRSULOW	(.|#|)wUrsulO(.|#|)
WÓRSULOW	(.|#|)wUrsulo(.|#|)
WÓRTEJI	(.|#|)wUrtei(.|#|)
WÓRTEJI	(.|#|)wUrte(.|#|)
WÓRTYJACH	(.|#|)wUrt1jax(.|#|)
WÓRTYJI	(.|#|)wUrt1ji(.|#|)
WÓRTYJI	(.|#|)wUrt1j(.|#|)
WÓRUBUJUCYMI	(.|#|)wUrubujuts1mi(.|#|)
WÓRUCH	(.|#|)wUrux(.|#|)
WÓRUMOWACH	(.|#|)wUrumOwax(.|#|)
WÓRUMOWACH	(.|#|)wUrumowax(.|#|)
WÓRYJMY	(.|#|)wUr1jm1(.|#|)
WÓRYJMY	(.|#|)wUr1jmU(.|#|)
WÓRYJNJETY	(.|#|)wUr1jn(j|)Et1(.|#|)
WÓRYJNJEŚ	(.|#|)wUr1jn(j|)ES(.|#|)
WÓRYJNJONY	(.|#|)wUr1jnjOn1(.|#|)
WÓRYJNJONYCH	(.|#|)wUr1jnjOn1x(.|#|)
WÓRYTA	(.|#|)wUr1ta(.|#|)
WÓRYWAJUCYCH	(.|#|)wUr1wajuts1x(.|#|)
WÓRYWAŚ	(.|#|)wUr1waS(.|#|)
WÓRYŚ	(.|#|)wUr1S(.|#|)
WÓRĚŠOWANJOW	(.|#|)wUrjiSOwanjO(.|#|)
WÓRĚŠOWANJOW	(.|#|)wUrjiSowanjo(.|#|)
WÓRŠLACH	(.|#|)wUrSlax(.|#|)
WÓRŠLE	(.|#|)wUrSlE(.|#|)
WÓRŠLOW	(.|#|)wUrSlO(.|#|)
WÓRŠLOW	(.|#|)wUrSlo(.|#|)
WÓRŠULE	(.|#|)wUrSulE(.|#|)
WÓS	(.|#|)wUs(.|#|)
WÓSA	(.|#|)wUsa(.|#|)
WÓSADA	(.|#|)wUsada(.|#|)
WÓSADNIK	(.|#|)wUsadnik(.|#|)
WÓSADNIKAŔ	(.|#|)wUsadnikar(.|#|)
WÓSAJŹANEJE	(.|#|)wUsajZanejE(.|#|)
WÓSAMOŚENJE	(.|#|)wUsamOSEn(j|)E(.|#|)
WÓSAMOŚIŚ	(.|#|)wUsamOSiS(.|#|)
WÓSAMOŚOWAŚ	(.|#|)wUsamOSOwaS(.|#|)
WÓSAMOŚOWAŚ	(.|#|)wUsamOSowaS(.|#|)
WÓSAŹINY	(.|#|)wUsaZin1(.|#|)
WÓSCAŚ	(.|#|)wUstsaS(.|#|)
WÓSCMY	(.|#|)wUstsm1(.|#|)
WÓSCMY	(.|#|)wUstsmU(.|#|)
WÓSCTEJ	(.|#|)wUststej(.|#|)
WÓSCYJ	(.|#|)wUsts1j(.|#|)
WÓSCYNJAŁEJ	(.|#|)wUsts1njawej(.|#|)
WÓSCĆO	(.|#|)wUststSO(.|#|)
WÓSEBARKA	(.|#|)wUsEbarka(.|#|)
WÓSEBARSKI	(.|#|)wUsEbarski(.|#|)
WÓSEBARSTWAM	(.|#|)wUsEbarstwam(.|#|)
WÓSEBARSTWO	(.|#|)wUsEbarstwO(.|#|)
WÓSEBAŔ	(.|#|)wUsEbar(.|#|)
WÓSEBAŔSTWAM	(.|#|)wUsEbarstwam(.|#|)
WÓSEBIMY	(.|#|)wUsEbim1(.|#|)
WÓSEBIMY	(.|#|)wUsEbimU(.|#|)
WÓSEBJOWAŚ	(.|#|)wUsEbjOwaS(.|#|)
WÓSEBJOWAŚ	(.|#|)wUsEbjowaS(.|#|)
WÓSEBNE	(.|#|)wUsEbnE(.|#|)
WÓSEBNIK	(.|#|)wUsEbnik(.|#|)
WÓSEBNJEJŠY	(.|#|)wUsEbn(j|)ejS1(.|#|)
WÓSEBNOSĆ	(.|#|)wUsEbnOstS(.|#|)
WÓSEBNOSĆ	(.|#|)wUsEbnOStS(.|#|)
WÓSEBNY	(.|#|)wUsEbn1(.|#|)
WÓSEBTEJ	(.|#|)wUsEbtej(.|#|)
WÓSEBŚO	(.|#|)wUsEbSO(.|#|)
WÓSEKI	(.|#|)wUsEki(.|#|)
WÓSENIŚ	(.|#|)wUsEniS(.|#|)
WÓSENJENJE	(.|#|)wUsEn(j|)En(j|)E(.|#|)
WÓSENJOWAŚ	(.|#|)wUsEnjOwaS(.|#|)
WÓSENJOWAŚ	(.|#|)wUsEnjowaS(.|#|)
WÓSENJUJUCEJE	(.|#|)wUsEnjujutsejE(.|#|)
WÓSETOWEJU	(.|#|)wUsEtOweju(.|#|)
WÓSETOWEJU	(.|#|)wUsEtoweju(.|#|)
WÓSEŁO	(.|#|)wUsEwO(.|#|)
WÓSEŃ	(.|#|)wUsEjn(.|#|)
WÓSEŃ	(.|#|)wUsen(.|#|)
WÓSEŃCKARKA	(.|#|)wUsEjntskarka(.|#|)
WÓSEŃCKARKA	(.|#|)wUsejntskarka(.|#|)
WÓSEŃCKAŔ	(.|#|)wUsEjntskar(.|#|)
WÓSEŃCKAŔ	(.|#|)wUsejntskar(.|#|)
WÓSEŃCKEMU	(.|#|)wUsEjntskEmu(.|#|)
WÓSEŃCKEMU	(.|#|)wUsejntskEmu(.|#|)
WÓSEŃCKI	(.|#|)wUsEjntski(.|#|)
WÓSEŃCKI	(.|#|)wUsejntski(.|#|)
WÓSEŃSKI	(.|#|)wUsEjnski(.|#|)
WÓSEŃSKI	(.|#|)wUsejnski(.|#|)
WÓSEŃŚO	(.|#|)wUsEjnSO(.|#|)
WÓSEŃŚO	(.|#|)wUsejnSO(.|#|)
WÓSEŔMEJ	(.|#|)wUsErmej(.|#|)
WÓSEŚ	(.|#|)wUsES(.|#|)
WÓSEŚE	(.|#|)wUsESE(.|#|)
WÓSK	(.|#|)wUsk(.|#|)
WÓSKAMI	(.|#|)wUskami(.|#|)
WÓSKATY	(.|#|)wUskat1(.|#|)
WÓSKLABJAKOWU	(.|#|)wUsklabjakOwu(.|#|)
WÓSKLABJAKOWU	(.|#|)wUsklabjakowu(.|#|)
WÓSKOBINJE	(.|#|)wUskObin(j|)E(.|#|)
WÓSKOKOWAŚ	(.|#|)wUskOkOwaS(.|#|)
WÓSKOKOWAŚ	(.|#|)wUskOkowaS(.|#|)
WÓSKOSYMETRISKI	(.|#|)wUskOs1mEtriski(.|#|)
WÓSKOWATY	(.|#|)wUskOwat1(.|#|)
WÓSKOWATY	(.|#|)wUskowat1(.|#|)
WÓSKOWAŚ	(.|#|)wUskOwaS(.|#|)
WÓSKOWAŚ	(.|#|)wUskowaS(.|#|)
WÓSKUBAŚ	(.|#|)wUskubaS(.|#|)
WÓSKÓCONEGO	(.|#|)wUskUtsOnEgO(.|#|)
WÓSKÓCYŁEJ	(.|#|)wUskUts1wej(.|#|)
WÓSKÓCYŚ	(.|#|)wUskUts1S(.|#|)
WÓSLETCE	(.|#|)wUslEttsE(.|#|)
WÓSLICA	(.|#|)wUslitsa(.|#|)
WÓSLICKA	(.|#|)wUslitska(.|#|)
WÓSLIK	(.|#|)wUslik(.|#|)
WÓSLINJENJU	(.|#|)wUslin(j|)Enju(.|#|)
WÓSLĚPCUJUCE	(.|#|)wUsljiptsujutsE(.|#|)
WÓSLĚPCYT	(.|#|)wUsljipts1t(.|#|)
WÓSLĚPJAŚO	(.|#|)wUsljipjaSO(.|#|)
WÓSLĚPJEJOŚO	(.|#|)wUsljipjejOSO(.|#|)
WÓSLĚPJENJE	(.|#|)wUsljipjEn(j|)E(.|#|)
WÓSLĚPJEŚ	(.|#|)wUsljipjES(.|#|)
WÓSLĚPMY	(.|#|)wUsljipm1(.|#|)
WÓSLĚPMY	(.|#|)wUsljipmU(.|#|)
WÓSMAGNUŁEJ	(.|#|)wUsmagnuwej(.|#|)
WÓSMAGNUŚ	(.|#|)wUsmagnuS(.|#|)
WÓSMAGOWAŚ	(.|#|)wUsmagOwaS(.|#|)
WÓSMAGOWAŚ	(.|#|)wUsmagowaS(.|#|)
WÓSMAGUJMEJ	(.|#|)wUsmagujmej(.|#|)
WÓSMALIŚ	(.|#|)wUsmaliS(.|#|)
WÓSMIFINALE	(.|#|)wUsmifinalE(.|#|)
WÓSMIFINALOWU	(.|#|)wUsmifinalOwu(.|#|)
WÓSMIFINALOWU	(.|#|)wUsmifinalowu(.|#|)
WÓSNĚŽOWANJACH	(.|#|)wUsnjiZOwanjax(.|#|)
WÓSNĚŽOWANJACH	(.|#|)wUsnjiZowanjax(.|#|)
WÓSNĚŽYŁA	(.|#|)wUsnjiZ1wa(.|#|)
WÓSOBA	(.|#|)wUsOba(.|#|)
WÓSOBINA	(.|#|)wUsObina(.|#|)
WÓSOBINOWE	(.|#|)wUsObinOwE(.|#|)
WÓSOBINOWE	(.|#|)wUsObinowE(.|#|)
WÓSOBINSKI	(.|#|)wUsObinski(.|#|)
WÓSOBOW	(.|#|)wUsObO(.|#|)
WÓSOBOW	(.|#|)wUsObo(.|#|)
WÓSOLIK	(.|#|)wUsOlik(.|#|)
WÓSOLIŁEJ	(.|#|)wUsOliwej(.|#|)
WÓSOLIŚ	(.|#|)wUsOliS(.|#|)
WÓSOWAŚ	(.|#|)wUsOwaS(.|#|)
WÓSOWAŚ	(.|#|)wUsowaS(.|#|)
WÓSOŁ	(.|#|)wUsO(.|#|)
WÓSOŁ	(.|#|)wUso(.|#|)
WÓSOŁAŠKOWU	(.|#|)wUsOwaSkOwu(.|#|)
WÓSOŁAŠKOWU	(.|#|)wUsowaSkowu(.|#|)
WÓSPJET	(.|#|)wUspjEt(.|#|)
WÓSPJETNY	(.|#|)wUspjEtn1(.|#|)
WÓSPJETOWANJE	(.|#|)wUspjEtOwan(j|)E(.|#|)
WÓSPJETOWANJE	(.|#|)wUspjEtowan(j|)E(.|#|)
WÓSPJETOWAŚ	(.|#|)wUspjEtOwaS(.|#|)
WÓSPJETOWAŚ	(.|#|)wUspjEtowaS(.|#|)
WÓSRANY	(.|#|)wUsran1(.|#|)
WÓSRJEJŹ	(.|#|)wUsr(j|)ejZ(.|#|)
WÓSRJEJŹNEGO	(.|#|)wUsr(j|)ejZnEgO(.|#|)
WÓSRJEJŹNEMU	(.|#|)wUsr(j|)ejZnEmu(.|#|)
WÓSRJEJŹNU	(.|#|)wUsr(j|)ejZnu(.|#|)
WÓSROMIŠTEJ	(.|#|)wUsrOmiStej(.|#|)
WÓSROMOŚIŚ	(.|#|)wUsrOmOSiS(.|#|)
WÓSROMOŚTEJ	(.|#|)wUsrOmOStej(.|#|)
WÓSRĚDNOSĆ	(.|#|)wUsrjidnOstS(.|#|)
WÓSRĚDNOSĆ	(.|#|)wUsrjidnOStS(.|#|)
WÓSRĚDNY	(.|#|)wUsrjidn1(.|#|)
WÓSRĚŹE	(.|#|)wUsrjiZE(.|#|)
WÓSTAJAŚ	(.|#|)wUstajaS(.|#|)
WÓSTAJENJE	(.|#|)wUstajEn(j|)E(.|#|)
WÓSTAJIJOMEJ	(.|#|)wUstajijOmej(.|#|)
WÓSTAJIŚ	(.|#|)wUstajiS(.|#|)
WÓSTANJOMY	(.|#|)wUstanjOm1(.|#|)
WÓSTANJOMY	(.|#|)wUstanjOmU(.|#|)
WÓSTARCENJE	(.|#|)wUstartsEn(j|)E(.|#|)
WÓSTARCYŚ	(.|#|)wUstarts1S(.|#|)
WÓSTARKOWAŚ	(.|#|)wUstarkOwaS(.|#|)
WÓSTARKOWAŚ	(.|#|)wUstarkowaS(.|#|)
WÓSTAWAŁO	(.|#|)wUstawawO(.|#|)
WÓSTAWAŚ	(.|#|)wUstawaS(.|#|)
WÓSTAWJENJA	(.|#|)wUstau(j|)Enja(.|#|)
WÓSTAWMY	(.|#|)wUstaum1(.|#|)
WÓSTAWMY	(.|#|)wUstaumU(.|#|)
WÓSTAŚ	(.|#|)wUstaS(.|#|)
WÓSTAŚE	(.|#|)wUstaSE(.|#|)
WÓSTUDA	(.|#|)wUstuda(.|#|)
WÓSTUDNICA	(.|#|)wUstudnitsa(.|#|)
WÓSTUDNIK	(.|#|)wUstudnik(.|#|)
WÓSTUDNJE	(.|#|)wUstudn(j|)E(.|#|)
WÓSTUDNO	(.|#|)wUstudnO(.|#|)
WÓSTUDNOSĆ	(.|#|)wUstudnOstS(.|#|)
WÓSTUDNOSĆ	(.|#|)wUstudnOStS(.|#|)
WÓSTUDNY	(.|#|)wUstudn1(.|#|)
WÓSTUPIŚ	(.|#|)wUstupiS(.|#|)
WÓSTUPJENJE	(.|#|)wUstupjEn(j|)E(.|#|)
WÓSTUPNIK	(.|#|)wUstupnik(.|#|)
WÓSTUPOWAŚ	(.|#|)wUstupOwaS(.|#|)
WÓSTUPOWAŚ	(.|#|)wUstupowaS(.|#|)
WÓSTUPUJUCY	(.|#|)wUstupujuts1(.|#|)
WÓSTUŹAJUCYM	(.|#|)wUstuZajuts1m(.|#|)
WÓSTUŹAM	(.|#|)wUstuZam(.|#|)
WÓSTUŹANJEJU	(.|#|)wUstuZan(j|)eju(.|#|)
WÓSTUŹENJOW	(.|#|)wUstuZEnjO(.|#|)
WÓSTUŹENJOW	(.|#|)wUstuZEnjo(.|#|)
WÓSTUŹIŚ	(.|#|)wUstuZiS(.|#|)
WÓSTUŹOWAŚ	(.|#|)wUstuZOwaS(.|#|)
WÓSTUŹOWAŚ	(.|#|)wUstuZowaS(.|#|)
WÓSTUŹUJO	(.|#|)wUstuZujO(.|#|)
WÓSTŚ	(.|#|)wUstS(.|#|)
WÓSTŚARJOMA	(.|#|)wUstSarjOma(.|#|)
WÓSTŚAWOMA	(.|#|)wUstSawOma(.|#|)
WÓSTŚAŔ	(.|#|)wUstSar(.|#|)
WÓSTŚIGAŚ	(.|#|)wUstSigaS(.|#|)
WÓSTŚIGOWAŚ	(.|#|)wUstSigOwaS(.|#|)
WÓSTŚIGOWAŚ	(.|#|)wUstSigowaS(.|#|)
WÓSTŚIŚ	(.|#|)wUstSiS(.|#|)
WÓSTŚMY	(.|#|)wUstSm1(.|#|)
WÓSTŚMY	(.|#|)wUstSmU(.|#|)
WÓSTŚTEJ	(.|#|)wUstStej(.|#|)
WÓSTŚĆO	(.|#|)wUstStSO(.|#|)
WÓSTŚĚCHA	(.|#|)wUstSjiCa(.|#|)
WÓSTŚĚLAŚ	(.|#|)wUstSjilaS(.|#|)
WÓSTŚĚLIŚ	(.|#|)wUstSjiliS(.|#|)
WÓSTŚĚSEŠTEJ	(.|#|)wUstSjisEStej(.|#|)
WÓSTŚĚŠNICE	(.|#|)wUstSjiSnitsE(.|#|)
WÓSUCH	(.|#|)wUsux(.|#|)
WÓSUCHA	(.|#|)wUsuxa(.|#|)
WÓSUCHOWEJE	(.|#|)wUsuxOwejE(.|#|)
WÓSUCHOWEJE	(.|#|)wUsuxowejE(.|#|)
WÓSUD	(.|#|)wUsut(.|#|)
WÓSUDNY	(.|#|)wUsudn1(.|#|)
WÓSUJOŠ	(.|#|)wUsujOS(.|#|)
WÓSUKAŚ	(.|#|)wUsukaS(.|#|)
WÓSUKOWAŚ	(.|#|)wUsukOwaS(.|#|)
WÓSUKOWAŚ	(.|#|)wUsukowaS(.|#|)
WÓSUNJENJA	(.|#|)wUsun(j|)Enja(.|#|)
WÓSUNUŚ	(.|#|)wUsunuS(.|#|)
WÓSUWADŁACH	(.|#|)wUsuwadwax(.|#|)
WÓSUWADŁO	(.|#|)wUsuwadwO(.|#|)
WÓSUWANJE	(.|#|)wUsuwan(j|)E(.|#|)
WÓSUWAŚ	(.|#|)wUsuwaS(.|#|)
WÓSUŠCE	(.|#|)wUsuStsE(.|#|)
WÓSUŠE	(.|#|)wUsuSE(.|#|)
WÓSUŠKOW	(.|#|)wUsuSkO(.|#|)
WÓSUŠKOW	(.|#|)wUsuSko(.|#|)
WÓSUŠYNA	(.|#|)wUsuS1na(.|#|)
WÓSUŠYŚ	(.|#|)wUsuS1S(.|#|)
WÓSUŠĆO	(.|#|)wUsuStSO(.|#|)
WÓSWĚŚENJE	(.|#|)wUswjiSEn(j|)E(.|#|)
WÓSWĚŚIŚ	(.|#|)wUswjiSiS(.|#|)
WÓSWĚŚOWANE	(.|#|)wUswjiSOwanE(.|#|)
WÓSWĚŚOWANE	(.|#|)wUswjiSowanE(.|#|)
WÓSYCA	(.|#|)wUs1tsa(.|#|)
WÓSYM	(.|#|)wUs1m(.|#|)
WÓSYMADWAŹASĆIM	(.|#|)wUs1madwaZastSim(.|#|)
WÓSYMBARWNY	(.|#|)wUs1mbarwn1(.|#|)
WÓSYMCE	(.|#|)wUs1mtsE(.|#|)
WÓSYMCERATEJ	(.|#|)wUs1mtsEratej(.|#|)
WÓSYMCERATY	(.|#|)wUs1mtsErat1(.|#|)
WÓSYMDNJOWSKEMU	(.|#|)wUs1mdnjOuskEmu(.|#|)
WÓSYMDNJOWSKEMU	(.|#|)wUs1mdnjouskEmu(.|#|)
WÓSYMDNJOWSKI	(.|#|)wUs1mdnjOuski(.|#|)
WÓSYMDNJOWSKI	(.|#|)wUs1mdnjouski(.|#|)
WÓSYMEM	(.|#|)wUs1mEm(.|#|)
WÓSYMGÓŹINSKI	(.|#|)wUs1mgUZinski(.|#|)
WÓSYMHUNDERT	(.|#|)wUs1mhundErt(.|#|)
WÓSYMHUNDERTNEM	(.|#|)wUs1mhundErtnEm(.|#|)
WÓSYMHUNDERTNY	(.|#|)wUs1mhundErtn1(.|#|)
WÓSYMICKOWANJU	(.|#|)wUs1mitskOwanju(.|#|)
WÓSYMICKOWANJU	(.|#|)wUs1mitskowanju(.|#|)
WÓSYMIFINALA	(.|#|)wUs1mifinala(.|#|)
WÓSYMIFINALE	(.|#|)wUs1mifinalE(.|#|)
WÓSYMINA	(.|#|)wUs1mina(.|#|)
WÓSYMJAK	(.|#|)wUs1mjak(.|#|)
WÓSYMJO	(.|#|)wUs1mjO(.|#|)
WÓSYMJOCH	(.|#|)wUs1mjOx(.|#|)
WÓSYMKA	(.|#|)wUs1mka(.|#|)
WÓSYMKOW	(.|#|)wUs1mkO(.|#|)
WÓSYMKOW	(.|#|)wUs1mko(.|#|)
WÓSYMKÓŃCATEM	(.|#|)wUs1mkUjntsatEm(.|#|)
WÓSYMLĚTNEM	(.|#|)wUs1mljitnEm(.|#|)
WÓSYMLĚTNY	(.|#|)wUs1mljitn1(.|#|)
WÓSYMMJASECNU	(.|#|)wUs1mjasEtsnu(.|#|)
WÓSYMMJASECNY	(.|#|)wUs1mjasEtsn1(.|#|)
WÓSYMMOTORSKEJ	(.|#|)wUs1mOtOrskej(.|#|)
WÓSYMMOTORSKI	(.|#|)wUs1mOtOrski(.|#|)
WÓSYMNASTY	(.|#|)wUs1mnast1(.|#|)
WÓSYMNASĆO	(.|#|)wUs1mnastSO(.|#|)
